"CDSID","ortholog","AssociatedFunction"
"LDHU3 31.5210"," LmjF.31.2920"," inositol polyphosphate 1-phosphatase putative GeneDB:LmjF.31.2920"
"LDHU3 31.5220"," LmjF.31.2930"," hypothetical protein conserved"
"LDHU3 31.5250"," LmjF.31.2940"," squalene synthase putative GeneDB:LmjF.31.2940"
"LDHU3 31.5260"," LmjF.31.2950"," mutt/nudix family protein-like protein GeneDB:LmjF.31.2950"
"LDHU3 31.5270"," LmjF.31.2960"," Repressor of differentiation kinase 2 putative GeneDB:LmjF.31.2960"
"LDHU3 31.5290"," LmjF.31.2970"," acetyl-CoA carboxylase putative GeneDB:LmjF.31.2970"
"LDHU3 31.5300"," LmjF.31.2980"," Component of IIS longevity pathway SMK-1 putative Pfam:PF04802"
"LDHU3 31.5310"," LmjF.31.2990"," hypothetical protein conserved"
"LDHU3 31.5320"," LmjF.31.3000"," hypothetical protein conserved"
"LDHU3 31.5330"," LmjF.31.3010"," hypothetical protein conserved"
"LDHU3 31.5340"," LmjF.31.3020"," hypothetical protein conserved"
"LDHU3 31.5350"," LmjF.31.3030"," hypothetical protein conserved"
"LDHU3 31.5360"," LmjF.31.2461"," hypothetical protein"
"LDHU3 31.5370"," LmjF.31.3040"," hypothetical protein conserved"
"LDHU3 31.5380"," LmjF.31.3050"," Putative cyclase putative Pfam:PF04199"
"LDHU3 31.5400"," LmjF.31.3060"," iron/zinc transporter protein-like protein GeneDB:LmjF.31.3070"
"LDHU3 31.5420"," LmjF.31.3070"," iron/zinc transporter protein-like protein GeneDB:LmjF.31.3070"
"LDHU3 31.5460"," LmjF.31.3080"," BTB/POZ domain containing protein putative Pfam:PF02214"
"LDHU3 31.5470"," LmjF.31.3090"," phosphoglycan beta 13 galactosyltransferase 5 GeneDB:LmjF.31.3090"
"LDHU3 31.5480"," LmjF.31.3100"," DnaJ domain containing protein putative Pfam:PF00226"
"LDHU3 31.5490"," LmjF.31.3105"," autophagy protein 10 (ATG10) GeneDB:LmjF.31.3105"
"LDHU3 31.5500"," LmjF.31.3110"," hypothetical protein conserved"
"LDHU3 31.5510"," LmjF.31.3120"," phosphatidylethanolaminen-methyltransferase-lik e protein GeneDB:LmjF.31.3120"
"LDHU3 31.5520"," LmjF.31.3130"," methylcrotonoyl-coa carboxylase biotinylated subunitprotein-like protein GeneDB:LmjF.31.3130"
"LDHU3 31.5530"," LmjF.31.3140"," hypothetical protein conserved"
"LDHU3 31.5540"," LmjF.31.3145"," dynein-associated protein putative GeneDB:LmjF.31.3145"
"LDHU3 31.5550"," LmjF.31.3150"," hypothetical protein conserved"
"LDHU3 31.5560"," LmjF.31.3160"," protein kinase putative GeneDB:LmjF.31.3160"
"LDHU3 31.5570"," LmjF.31.3170"," Nodulin-like/Major Facilitator Superfamily putative Pfam:PF06813 Pfam:PF07690"
"LDHU3 31.5580"," LmjF.31.3180"," histone H4 GeneDB:LmjF.02.0020 GeneDB:LmjF.06.0010 GeneDB:LmjF.25.2450 GeneDB:LmjF.31.3180 GeneDB:LmjF.35.1310 GeneDB:LmjF.36.0020"
"LDHU3 31.5600"," LmjF.31.3190"," phosphoglycan beta 13 galactosyltransferase 4 GeneDB:LmjF.36.0010"
"LDHU3 32.0020"," LmjF.32.0010"," hypothetical protein conserved"
"LDHU3 32.0030"," LmjF.32.0020"," nuclear segregation protein putative GeneDB:LmjF.32.0020"
"LDHU3 32.0050"," LmjF.32.0030"," hypothetical protein conserved"
"LDHU3 32.0070"," LmjF.32.0040"," hypothetical protein conserved"
"LDHU3 32.0090"," LmjF.32.0050"," protein transport protein SEC13 putative GeneDB:LmjF.32.0050"
"LDHU3 32.0100"," LmjF.32.0060"," hypothetical protein conserved"
"LDHU3 32.0110"," LmjF.32.0070"," Qa-SNARE protein GeneDB:LmjF.32.0070"
"LDHU3 32.0120"," LmjF.32.0080"," N-myristoyl transferase putative GeneDB:LmjF.32.0080"
"LDHU3 32.0140"," LmjF.32.0090"," hypothetical protein conserved"
"LDHU3 32.0160"," LmjF.32.0100"," NLI interacting factor-like phosphatase putative Pfam:PF03031"
"LDHU3 32.0170"," LmjF.32.0110"," mitochondrial carrier protein putative GeneDB:LmjF.32.0110"
"LDHU3 32.0200"," LmjF.32.0120"," MEKK-related kinase 1 putative GeneDB:LmjF.32.0120"
"LDHU3 32.0210"," LmjF.32.0130"," hypothetical protein conserved"
"LDHU3 32.0220"," LmjF.32.0140"," hypothetical protein conserved"
"LDHU3 32.0230"," LmjF.32.0150"," Utp14 protein putative Pfam:PF04615"
"LDHU3 32.0240"," LmjF.32.0160"," hypothetical protein conserved"
"LDHU3 32.0250"," LmjF.32.0165"," hypothetical protein conserved"
"LDHU3 32.0260"," LmjF.32.0170"," U2 small nuclear ribonucleoprotein 40K putative GeneDB:LmjF.32.0170"
"LDHU3 32.0270"," LmjF.32.0180"," hypothetical protein conserved"
"LDHU3 32.0280"," LmjF.32.0190"," hypothetical protein conserved"
"LDHU3 32.0290"," LmjF.32.0200"," hypothetical protein conserved"
"LDHU3 32.0300"," LmjF.32.0210"," Histone chaperone Rttp106-like putative Pfam:PF08512"
"LDHU3 32.0310"," LmjF.32.0220"," hypothetical protein conserved"
"LDHU3 32.0320"," LmjF.32.0230"," dynein light chain flagellar outer arm putative GeneDB:LmjF.32.0230"
"LDHU3 32.0330"," LmjF.32.0240"," hypothetical protein conserved"
"LDHU3 32.0340"," LmjF.32.0250"," hypothetical protein conserved"
"LDHU3 32.0350"," LmjF.32.0260"," Serine/threonine-protein kinase Nek1-related putative GeneDB:LmjF.32.0260"
"LDHU3 32.0360"," LmjF.32.0270"," hypothetical protein conserved"
"LDHU3 32.0370"," LmjF.32.0280"," b9 domain-containing protein 1 GeneDB:LmjF.32.0280"
"LDHU3 32.0380"," LmjF.32.0290"," hypothetical protein conserved"
"LDHU3 32.0390"," LmjF.32.0300"," Leucine Rich Repeat putative Pfam:PF00560"
"LDHU3 32.0400"," LmjF.32.0310"," intraflagellar transport protein 140 putative GeneDB:LmjF.32.0310"
"LDHU3 32.0410"," LmjF.32.0320"," hypothetical protein conserved"
"LDHU3 32.0420"," LmjF.32.0330"," hypothetical protein conserved"
"LDHU3 32.0430"," LmjF.32.0340"," hypothetical protein conserved"
"LDHU3 32.0450"," LmjF.32.0350"," hypothetical protein conserved"
"LDHU3 32.0460"," LmjF.32.0360"," hypothetical protein conserved"
"LDHU3 32.0470"," LmjF.32.0370"," Root hair defective 3 GTP-binding protein (RHD3) putative Pfam:PF05879"
"LDHU3 32.0480"," LmjF.32.0380"," hypothetical protein conserved"
"LDHU3 32.0490"," LmjF.32.0390"," 19S proteasome non-atpase subunit 8 GeneDB:LmjF.32.0390"
"LDHU3 32.0510"," LmjF.32.0400"," ATP-dependent RNA helicase putative GeneDB:LmjF.32.0400"
"LDHU3 32.0520"," LmjF.32.0410"," hypothetical protein conserved"
"LDHU3 32.0530"," LmjF.32.0420"," Kinesin motor domain/MORN repeat putative Pfam:PF00225 Pfam:PF02493"
"LDHU3 32.0540"," LmjF.24.0040"," 60S ribosomal protein L17 putative GeneDB:LmjF.24.0040"
"LDHU3 32.0550"," LmjF.32.0440"," Protein of unknown function (DUF1279) putative Pfam:PF06916"
"LDHU3 32.0560"," LmjF.32.0450"," 40S ribosomal protein S2 GeneDB:LmjF.32.0450"
"LDHU3 32.0580"," LmjF.32.0460"," prostaglandin f synthase putative GeneDB:LmjF.32.0460"
"LDHU3 32.0600"," LmjF.32.0470"," Leucine Rich repeat putative Pfam:PF13516"
"LDHU3 32.0620"," LmjF.32.0473"," Rtf2 RING-finger containing protein putative Pfam:PF04641"
"LDHU3 32.0630"," LmjF.32.0477"," hypothetical protein conserved"
"LDHU3_32.0640","LmjF.32.0480","hypothetical protein conserved"
"LDHU3_32.0650","LmjF.32.0490","Ras-related protein Rab4 putative"
"LDHU3_32.0660","LmjF.32.0500","hypothetical protein conserved"
"LDHU3_32.0670","LmjF.32.0510","LEM3 (ligand-effect modulator 3) family / CDC50 family putative"
"LDHU3_32.0680","LmjF.32.0520","profilin putative"
"LDHU3_32.0710","LmjF.32.0530","hypothetical protein conserved"
"LDHU3_32.0720","LmjF.32.0540","Sulfite exporter TauE/SafE putative"
"LDHU3_32.0730","LmjF.32.0550","hypothetical protein conserved"
"LDHU3_32.0740","LmjF.32.0560","hypothetical protein conserved"
"LDHU3_32.0750","LmjF.32.0570","ATP-dependent DEAD/H RNA helicase putative"
"LDHU3_32.0760","LmjF.32.0580","hypothetical protein conserved"
"LDHU3_32.0770","LmjF.32.0590","DnaJ domain containing protein putative"
"LDHU3_32.0780","LmjF.32.0600","hypothetical protein conserved"
"LDHU3_32.0790","LmjF.32.0610","WD domain G-beta repeat putative"
"LDHU3_32.0800","LmjF.32.0620","hypothetical protein conserved"
"LDHU3_32.0810","LmjF.32.0630","AMMECR1 putative"
"LDHU3_32.0830","LmjF.32.0640","phosphatase putative"
"LDHU3_32.0840","LmjF.32.0650","'AKAP7 2''5'' RNA ligase-like domain/2''-5'' RNA ligase superfamily'"
"LDHU3_32.0850","LmjF.32.0660","centrin putative"
"LDHU3_32.0860","LmjF.32.0670","hypothetical protein conserved"
"LDHU3_32.0880","LmjF.32.0680","OSM3-like kinesin putative"
"LDHU3_32.0890","LmjF.32.0690","hypothetical protein conserved"
"LDHU3_32.0900","-","hypothetical protein"
"LDHU3_32.0910","LmjF.32.0700","ubiquitin-conjugating enzyme E2 putative"
"LDHU3_32.0940","LmjF.32.0710","Mut7-C RNAse domain containing protein putative"
"LDHU3_32.0950","LmjF.32.0715","U6 snRNA-associated Sm-like protein LSm4p"
"LDHU3_32.0960","LmjF.32.0720","hypothetical protein conserved"
"LDHU3_32.0970","LmjF.32.0730","Outer row dynein-assembly protein 7"
"LDHU3_32.0980","LmjF.32.0740","hypothetical protein conserved"
"LDHU3_32.0990","LmjF.32.0750","RNA binding protein putative"
"LDHU3_32.1000","LmjF.32.0760","cyclin 9 putative"
"LDHU3_32.1010","LmjF.32.0770","RIC1 putative"
"LDHU3_32.1020","LmjF.32.0780","protein kinase putative"
"LDHU3_32.1030","LmjF.32.0790","hypothetical protein conserved"
"LDHU3_32.1060","LmjF.32.0800","hypothetical protein conserved"
"LDHU3_32.1080","LmjF.32.0810","Repressor of differentiation kinase 1 putative"
"LDHU3_32.1100","LmjF.32.0820","CYC2-like cyclin putative"
"LDHU3_32.1120","LmjF.32.0830","hypothetical protein conserved"
"LDHU3_32.1130","LmjF.32.0840","hypothetical protein conserved"
"LDHU3_32.1180","LmjF.32.0850","RNA recognition motif (a.k.a. RRM RBD or RNP domain)/RNA recognition motif. (a.k.a. RRM RBD or RNP domain) putative"
"LDHU3_32.1190","LmjF.32.0860","hypothetical protein conserved"
"LDHU3_32.1200","-","hypothetical protein"
"LDHU3_32.1210","LmjF.32.0870","phenylalanyl-tRNA synthetase alpha chain putative"
"LDHU3_32.1220","LmjF.32.0880","60S ribosomal protein L18a putative"
"LDHU3_32.1230","LmjF.32.0890","ethanolamine-phosphate cytidylyltransferase"
"LDHU3_32.1240","LmjF.32.0900","hypothetical protein conserved"
"LDHU3_32.1250","LmjF.32.0910","Alpha/beta hydrolase family putative"
"LDHU3_32.1260","LmjF.32.0920","vacuolar proton-ATPase-like protein putative"
"LDHU3_32.1300","LmjF.32.0930","FAD dependent oxidoreductase putative"
"LDHU3_32.1310","LmjF.32.0940","CLASP N inal putative"
"LDHU3_32.1320","LmjF.32.0950","Staphylococcal nuclease homologue/Tudor domain containing protein putative"
"LDHU3_32.1350","LmjF.32.0960","ubiquitin-conjugating enzyme protein putative"
"LDHU3_32.1360","LmjF.32.0970","Calpain family cysteine protease putative"
"LDHU3_32.1370","LmjF.32.0980","hypothetical protein conserved"
"LDHU3_32.1380","LmjF.32.0985","Vps23 core domain containing protein putative"
"LDHU3_32.1390","LmjF.32.0990","WD domain G-beta repeat putative"
"LDHU3_32.1400","LmjF.32.1000","chaperonin containing t-complex protein putative"
"LDHU3_32.1420","LmjF.32.1010","Tyrosine phosphatase family putative"
"LDHU3_32.1430","LmjF.32.1020","protein kinase putative"
"LDHU3_32.1440","LmjF.32.1030","Maf-like protein putative"
"LDHU3_32.1450","LmjF.32.1040","hypothetical protein conserved"
"LDHU3_32.1460","LmjF.32.1050","vacuolar sorting-like protein"
"LDHU3_32.1470","LmjF.32.1060","dynein putative"
"LDHU3_32.1480","LmjF.32.1070","small nuclear ribonucleoprotein putative"
"LDHU3_32.1490","LmjF.32.1080","hypothetical protein conserved"
"LDHU3_32.1500","LmjF.32.1090","HECT-domain (ubiquitin-transferase) putative"
"LDHU3_32.1510","LmjF.32.1100","exportin 1 putative"
"LDHU3_32.1520","LmjF.32.1110","mitochondrial carrier protein putative"
"LDHU3_32.1530","LmjF.32.1120","mitochondrial carrier protein-like protein"
"LDHU3_32.1540","LmjF.32.1130","hypothetical protein conserved"
"LDHU3_32.1550","LmjF.32.1140","kinetoplast polyadenylation/uridylation factor 2 putative"
"LDHU3_32.1560","LmjF.32.1150","hypothetical protein conserved"
"LDHU3_32.1580","LmjF.32.1160","long chain polyunsaturated fatty acid elongation enzyme-like protein"
"LDHU3_32.1590","LmjF.32.1170","hypothetical protein conserved"
"LDHU3_32.1600","LmjF.32.1180","Ankyrin repeats (3 copies)/Ankyrin repeats (many copies)/Ankyrin repeat putative"
"LDHU3_32.1610","LmjF.32.1190","hypothetical protein conserved"
"LDHU3_32.1620","LmjF.32.1200","proteasome regulatory non-ATP-ase subunit putative"
"LDHU3_32.1630","LmjF.32.1210","Pentatricopeptide repeat domain/PPR repeat/PPR repeat family putative"
"LDHU3_32.1640","LmjF.32.1220","hypothetical protein conserved"
"LDHU3_32.1650","LmjF.32.1230","ADP-ribosylation factor GTPase activating protein 1 putative"
"LDHU3_32.1660","LmjF.32.1240","PTHB1 N-inus/PTHB1 C-inus putative"
"LDHU3_32.1670","LmjF.32.1250","ubiquitin hydrolase putative"
"LDHU3_32.1680","LmjF.32.1260","CRAL/TRIO domain containing protein putative"
"LDHU3_32.1690","LmjF.32.1270","CRAL/TRIO domain containing protein putative"
"LDHU3_32.1700","LmjF.32.1280","RNA polymerase-like protein putative"
"LDHU3_32.1720","LmjF.32.1290","Protein kinase domain/Protein tyrosine kinase putative"
"LDHU3_32.1730","LmjF.32.1300","CDS deformylase-like protein putative"
"LDHU3_32.1740","LmjF.32.1310","WLM domain containing protein putative"
"LDHU3_32.1750","LmjF.32.1320","hypothetical protein conserved"
"LDHU3_32.1760","LmjF.32.1330","PPPDE putative peptidase domain containing protein putative"
"LDHU3_32.1770","LmjF.32.1340","cleavage and polyadenylation specificity factor- like protein"
"LDHU3_32.1780","LmjF.32.1350","LicD family putative"
"LDHU3_32.1790","LmjF.32.1360","RNA guanylyltransferase putative"
"LDHU3_32.1800","LmjF.32.1370","G5-interacting protein putative"
"LDHU3_32.1820","LmjF.32.1380","hypothetical protein conserved"
"LDHU3_32.1840","LmjF.32.1390","hypothetical protein conserved"
"LDHU3_32.1850","LmjF.32.1400","ATP-dependent DNA DEAD/DEAH box helicase putative"
"LDHU3_32.1860","LmjF.32.1410","Putative cyclase putative"
"LDHU3_32.1870","LmjF.32.1420","hypothetical protein conserved"
"LDHU3_32.1880","LmjF.32.1430","hypothetical protein conserved"
"LDHU3_32.1900","LmjF.32.1440","hypothetical protein conserved"
"LDHU3_32.1910","LmjF.32.1450","hypothetical protein conserved"
"LDHU3_32.1920","LmjF.32.1460","phosphatidylinositol 3-related kinase putative"
"LDHU3_32.1930","LmjF.32.1470","hypothetical protein conserved"
"LDHU3_32.1940","LmjF.32.1480","hypothetical protein conserved"
"LDHU3_32.1970","LmjF.32.1490","rRNA processing putative"
"LDHU3_32.1980","LmjF.32.1495","hypothetical protein conserved"
"LDHU3_32.1990","LmjF.32.1500","Metalloprotease M41 FtsH putative"
"LDHU3_32.2010","LmjF.32.1510","YqaJ-like viral recombinase domain containing protein putative"
"LDHU3_32.2020","LmjF.32.1520","hypothetical protein conserved"
"LDHU3_32.2030","LmjF.32.1530","NUDIX hydrolase dihydroneopterin triphosphate pyrophosphohydrolase/hydrolase putative"
"LDHU3_32.2040","LmjF.32.1540","NUDIX hydrolase dihydroneopterin triphosphate pyrophosphohydrolase/hydrolase putative"
"LDHU3_32.2060","LmjF.32.1550","PSP1 C-inal conserved region containing protein putative"
"LDHU3_32.2070","LmjF.32.1560","Translation initiation factor eIF3 subunit 135 putative"
"LDHU3_32.2090","LmjF.32.1570","Putative GTPase activating protein for Arf putative"
"LDHU3_32.2110","LmjF.32.1580","phosphomannose isomerase"
"LDHU3_32.2130","LmjF.32.1600","hypothetical protein conserved"
"LDHU3_32.2150","LmjF.32.1610","hypothetical protein conserved"
"LDHU3_32.2160","LmjF.32.1620","hypothetical protein conserved"
"LDHU3_32.2170","LmjF.32.1635","hypothetical protein conserved"
"LDHU3_32.2180","LmjF.32.1640","chromosomal passenger protein putative"
"LDHU3_32.2190","LmjF.32.1650","hypothetical protein conserved"
"LDHU3_32.2200","LmjF.32.1660","hypothetical protein conserved"
"LDHU3_32.2210","LmjF.32.1670","NAD+ synthase putative"
"LDHU3_32.2220","LmjF.32.1680","Paraflagellar Rod Proteome Component 9 putative"
"LDHU3_32.2230","LmjF.32.1690","protein phosphatase 2C putative"
"LDHU3_32.2260","LmjF.32.1700","hypothetical protein conserved"
"LDHU3_32.2270","LmjF.32.1710","hypothetical protein conserved"
"LDHU3_32.2290","LmjF.32.1720","DNA polymerase alpha/epsilon subunit B putative"
"LDHU3_32.2300","LmjF.32.1730","coatomer subunit epsilon"
"LDHU3_32.2310","LmjF.32.1740","zinc finger protein 2 putative"
"LDHU3_32.2320","LmjF.32.1750","pumilio/PUF RNA binding protein 7 putative"
"LDHU3_32.2330","LmjF.32.1760","hypothetical protein conserved"
"LDHU3_32.2340","LmjF.32.1770","Phosphatidylethanolamine-binding protein putative"
"LDHU3_32.2350","LmjF.32.1780","hypothetical protein conserved"
"LDHU3_32.2360","LmjF.32.1790","hypothetical protein conserved"
"LDHU3_32.2370","LmjF.32.1800","hypothetical protein conserved"
"LDHU3_32.2380","LmjF.32.1802","hypothetical protein conserved"
"LDHU3_32.2400","LmjF.32.1810","protein kinase putative"
"LDHU3_32.2410","LmjF.32.1820","iron superoxide dismutase putative"
"LDHU3_32.2420","LmjF.32.1830","iron superoxide dismutase putative"
"LDHU3_32.2430","LmjF.32.1840","rab11B GTPase putative"
"LDHU3_32.2440","LmjF.32.1850","chaperonin HSP60 mitochondrial precursor"
"LDHU3_32.2450","LmjF.32.1860","hypothetical protein conserved"
"LDHU3_32.2460","LmjF.32.1870","Cation efflux family putative"
"LDHU3_32.2470","LmjF.32.1875","hypothetical protein conserved"
"LDHU3_32.2480","LmjF.32.1880","'3''-5'' exonuclease'"
"LDHU3_32.2490","LmjF.32.1890","hypothetical protein conserved"
"LDHU3_32.2500","LmjF.32.1900","hypothetical protein conserved"
"LDHU3_32.2510","LmjF.32.1910","hypothetical protein conserved"
"LDHU3_32.2520","LmjF.32.1920","Vitamin B6 photo-protection and homoeostasis putative"
"LDHU3_32.2540","LmjF.32.1930","hypothetical protein conserved"
"LDHU3_32.2550","LmjF.32.1940","heat shock protein-like protein putative"
"LDHU3_32.2560","LmjF.32.1950","hypothetical protein conserved"
"LDHU3_32.2570","LmjF.32.1960","1-acyl-sn-glycerol-3-phosphateacyltransferase-like protein putative"
"LDHU3_32.2580","LmjF.32.1965","hypothetical protein conserved"
"LDHU3_32.2600","LmjF.32.1970","ribosome biogenesis protein TSR3 putative"
"LDHU3_32.2610","LmjF.32.1975","hypothetical protein conserved"
"LDHU3_32.2620","LmjF.32.1980","Domain of unknown function (DUF4200) putative"
"LDHU3_32.2630","LmjF.32.1990","cAMP-regulated phosphoprotein/endosulfine conserved region containing protein putative"
"LDHU3_32.2640","LmjF.32.2000","Enriched in surface-labeled proteome protein 16"
"LDHU3_32.2650","LmjF.32.2010","hypothetical protein conserved"
"LDHU3_32.2670","LmjF.32.2020","cop-coated vesicle membrane protein p24 precursor putative"
"LDHU3_32.2680","LmjF.32.2030","Ras-related protein RAB2B putative"
"LDHU3_32.2690","LmjF.32.2040","hypothetical protein conserved"
"LDHU3_32.2700","LmjF.32.2050","hypothetical protein conserved"
"LDHU3_32.2710","LmjF.32.2060","ABC transporter-like protein"
"LDHU3_32.2740","LmjF.32.2070","Cytidylyltransferase putative"
"LDHU3_32.2750","LmjF.32.2080","Cytidine and deoxycytidylate deaminase zinc-binding region containing protein putative"
"LDHU3_32.2760","LmjF.32.2090","eRF1 methyltransferase catalytic subunit putative"
"LDHU3_32.2770","LmjF.32.2100","hypothetical protein conserved"
"LDHU3_32.2800","LmjF.32.2110","hypothetical protein conserved"
"LDHU3_32.2810","LmjF.32.2120","hypothetical protein conserved"
"LDHU3_32.2820","LmjF.32.2130","RNA recognition motif. (a.k.a. RRM RBD or RNP domain) putative"
"LDHU3_32.2830","LmjF.32.2140","hypothetical protein conserved"
"LDHU3_32.2840","LmjF.32.2150","hypothetical protein conserved"
"LDHU3_32.2850","LmjF.32.2155","hypothetical protein conserved"
"LDHU3_32.2870","LmjF.32.2160","R-SNARE protein putative"
"LDHU3_32.2880","LmjF.32.2170","hypothetical protein conserved"
"LDHU3_32.2890","LmjF.32.2180","SAC3/GANP/Nin1/mts3/eIF-3 p25 family/COP9 signalosome subunit CSN8 putative"
"LDHU3_32.2910","LmjF.32.2190","hypothetical protein conserved"
"LDHU3_32.2920","LmjF.32.2200","U5 small nuclear ribonucleoprotein component putative"
"LDHU3_32.2930","LmjF.32.2210","NADH-ubiquinone oxidoreductase complex I subunit putative"
"LDHU3_32.2940","LmjF.32.2220","hypothetical protein conserved"
"LDHU3_32.2950","LmjF.32.2230","ATP-dependent RNA helicase putative"
"LDHU3_32.2960","LmjF.32.2240","methionyl-tRNA formyltransferase putative"
"LDHU3_32.2980","LmjF.32.2250","hypothetical protein conserved"
"LDHU3_32.3000","LmjF.32.2260","heat shock protein Hsp20 putative"
"LDHU3_32.3010","LmjF.32.2270","membrane associated protein-like protein"
"LDHU3_32.3020","LmjF.32.2280","hypothetical protein conserved"
"LDHU3_32.3030","LmjF.32.2290","sphingosine-1-phosphate phosphatase putative"
"LDHU3_32.3040","LmjF.32.2300","hypothetical protein conserved"
"LDHU3_32.3050","LmjF.32.2310","hypothetical protein conserved"
"LDHU3_32.3060","LmjF.32.2320","C-14 sterol reductase putative"
"LDHU3_32.3070","LmjF.32.2330","EamA-like transporter family putative"
"LDHU3_32.3090","LmjF.32.2340","cytochrome-b5 reductase putative"
"LDHU3_32.3100","LmjF.32.2350","Nsp1-like C-inal region containing protein putative"
"LDHU3_32.3110","LmjF.32.2360","hypothetical protein conserved"
"LDHU3_32.3130","LmjF.32.2370","aquaporin-like protein"
"LDHU3_32.3140","LmjF.32.2380","aquaporin-like protein"
"LDHU3_32.3150","LmjF.32.2390","hypothetical protein conserved"
"LDHU3_32.3160","LmjF.32.2400","hypothetical protein conserved"
"LDHU3_32.3170","LmjF.32.ncRNA2","hypothetical protein"
"LDHU3_32.3180","LmjF.32.2410","hypothetical protein conserved"
"LDHU3_32.3200","LmjF.32.2420","hypothetical protein conserved"
"LDHU3_32.3210","LmjF.32.2430","NOL1/NOP2/sun family putative"
"LDHU3_32.3220","LmjF.32.2440","mitochondrial RNA binding complex 1 subunit putative"
"LDHU3_32.3230","LmjF.32.2450","Cid1 family poly A polymerase putative"
"LDHU3_32.3240","LmjF.32.2460","hypothetical protein conserved"
"LDHU3_32.3250","-","hypothetical protein"
"LDHU3_32.3270","-","hypothetical protein"
"LDHU3_32.3280","LmjF.32.2480","hypothetical protein conserved"
"LDHU3_32.3290","LmjF.32.2490","hypothetical protein conserved"
"LDHU3_32.3300","LmjF.32.2500","hypothetical protein conserved"
"LDHU3_32.3310","-","hypothetical protein"
"LDHU3_32.3320","LmjF.32.2510","hypothetical protein conserved"
"LDHU3_32.3330","LmjF.32.2520","hypothetical protein conserved"
"LDHU3_32.3340","LmjF.32.2530","Cyclic nucleotide-binding domain containing protein putative"
"LDHU3_32.3350","LmjF.32.2540","HD domain containing protein putative"
"LDHU3_32.3360","LmjF.32.2550","AMP deaminase putative"
"LDHU3_32.3370","LmjF.32.2560","GPI transamidase component Tta1 putative"
"LDHU3_32.3380","LmjF.32.2570","hypothetical protein conserved"
"LDHU3_32.3390","LmjF.32.2580","hypothetical protein conserved"
"LDHU3_32.3400","LmjF.32.2590","hypothetical protein conserved"
"LDHU3_32.3410","LmjF.32.2600","hypothetical protein conserved"
"LDHU3_32.3440","LmjF.32.2610","hypothetical protein conserved"
"LDHU3_32.3460","LmjF.32.2620","Complex1 LYR-like putative"
"LDHU3_32.3470","LmjF.32.2630","superoxide dismutase putative"
"LDHU3_32.3490","LmjF.32.2640","cysteine desulfhydrase"
"LDHU3_32.3510","LmjF.32.2650","SpoU rRNA Methylase family putative"
"LDHU3_32.3520","-","hypothetical protein"
"LDHU3_32.3530","LmjF.32.2660","L-Lysine transport protein putative"
"LDHU3_32.3540","LmjF.32.2670","kinteoplast poly(A) polymerase complex 1 subunit putative"
"LDHU3_32.3570","LmjF.32.2680","hypothetical protein conserved"
"LDHU3_32.3590","LmjF.32.2690","ribosomal protein L27 putative"
"LDHU3_32.3600","LmjF.32.2700","hypothetical protein conserved"
"LDHU3_32.3610","LmjF.32.2710","ribosomal protein L27 putative"
"LDHU3_32.3620","LmjF.32.2720","Sybindin-like family/Sedlin N-inal conserved region containing protein putative"
"LDHU3_32.3630","LmjF.32.2730","hypothetical protein conserved"
"LDHU3_32.3640","LmjF.32.2740","As/Sb Reductase"
"LDHU3_32.3660","LmjF.32.2750","Guanine nucleotide exchange factor in Golgi transport N-inal/Sec7 domain containing protein putative"
"LDHU3_32.3670","LmjF.32.2760","hypothetical protein conserved"
"LDHU3_32.3680","-","hypothetical protein"
"LDHU3_32.3690","LmjF.32.2770","hypothetical protein conserved"
"LDHU3_32.3700","LmjF.32.2780","hypothetical protein conserved"
"LDHU3_32.3710","LmjF.32.2790","DNA polymerase III epsilon subunit-like exonuclease"
"LDHU3_32.3720","LmjF.32.2800","hypothetical protein conserved"
"LDHU3_32.3730","LmjF.32.2810","RNA-binding protein putative"
"LDHU3_32.3740","LmjF.32.2820","proteasome regulatory non-ATP-ase subunit putative"
"LDHU3_32.3750","LmjF.32.2830","hypothetical protein conserved"
"LDHU3_32.3760","LmjF.32.2840","Prefoldin subunit putative"
"LDHU3_32.3770","LmjF.32.2850","CS domain/TPR repeat/Tetratricopeptide repeat putative"
"LDHU3_32.3780","LmjF.32.2860","hypothetical protein conserved"
"LDHU3_32.3790","LmjF.32.2870","phosphatidate cytidylyltransferase-like protein"
"LDHU3_32.3800","LmjF.32.2880","Protein of unknown function (DUF778) putative"
"LDHU3_32.3810","LmjF.32.2885","hypothetical protein conserved"
"LDHU3_32.3820","LmjF.32.2890","SNAP protein putative"
"LDHU3_32.3830","LmjF.32.2900","outer dynein arm docking complex putative"
"LDHU3_32.3840","LmjF.32.2910","ubiquitin hydrolase putative"
"LDHU3_32.3850","LmjF.32.2920","hypothetical protein conserved"
"LDHU3_32.3860","LmjF.32.2930","tubulin-tyrosine ligase-like protein"
"LDHU3_32.3870","LmjF.32.2940","hypothetical protein conserved"
"LDHU3_32.3880","LmjF.32.2950","nucleoside diphosphate kinase b"
"LDHU3_32.3890","LmjF.32.2950","nucleoside diphosphate kinase b"
"LDHU3_32.3900","LmjF.32.2960","DNA replication licensing factor MCM7 putative"
"LDHU3_32.3910","LmjF.32.2970","tubulin binding cofactor A-like protein"
"LDHU3_32.3920","LmjF.32.2980","ATP binding protein-like protein"
"LDHU3_32.4000","LmjF.32.2990","hypothetical protein conserved"
